text,labels,target,source,dataset,nb_annotators,tweet_id
"#Rabat #Maroc Ou ""la volonté individuelle de porter un voile""... comme disait l'autre... #patriarcat intégré #sexisme LINK",1,,Twitter,sexism,1,9.536943215214141e+17
On en est donc encore là ? @USER #pub #sexisme #honte #cdiscount LINK,1,,Twitter,sexism,1,9.536722227401073e+17
Félicitations à @USER et @USER d'avoir pris les devants et sensibilisé leurs RH et managers à la détection et la prévention du #sexisme et du #harcèlementsexuel !,1,,Twitter,sexism,1,9.536477809369784e+17
"Il était temps :  l'#Insee abandonne enfin la très archaïque notion selon laquelle c'était systématiquement l'homme qui était considéré comme ""la personne de référence"" (chef de famille). #EqualityForAll #Recensement #sexisme #statistiques",1,,Twitter,sexism,1,9.536600119762493e+17
C'était la semaine dernière dans @USER... Eh coucou le #sexisme ! LINK,1,,Twitter,sexism,1,9.53874011091501e+17
"#Liban: #femme battue, femme objet sexuel, femme inférieure...  lorsque des chansons véhiculent une image dégradante de la femme   Étude 👍🏼@USER lorientlejour.com/article/109527… #sexisme #machisme #TimesUp",1,,Twitter,sexism,1,9.551430354358682e+17
"En visite au musée du textile de Cholet, mon père s est acheté un mouchoir. #jalousie . Il m a ramené un torchon. #sexisme LINK",1,,Twitter,sexism,1,9.551678247832494e+17
« Baroque sarabande » : amours et déceptions littéraires de Christiane Taubira - fdesouche.com/993827-993827 LINK,0,,Twitter,sexism,1,9.893848983969382e+17
"Claudie Corvol : « Le #sexisme est présent dans le sport, nous devons le dénoncer » Sujet en débat #coloque #lundi24 « Plus de femmes pour plus de sport » 50-50magazine.fr/2018/01/15/cla…",1,,Twitter,sexism,1,9.537393775780454e+17
"Après les ministres et le Bape, sa femme aussi doit fermer sa gueule.  #ironie",1,,Twitter,sexism,1,5.6872356841199616e+17
"AHAHA attendez j'avais pas pas vu le titre de ce sondage de merde : ""Inégalités Homme/Femme : entre préjugés et réalités"" #ironie",1,,Twitter,sexism,1,5.687337787362263e+17
@USER J'espère que ça sera une femme qui va conduire son cercueil au cimetière. #Ironie,1,,Twitter,sexism,1,5.585101876578468e+17
ARTICLE : Bientôt une amende contre #harcelementderue : bit.ly/2Bql7SL @USER @USER  @USER prévoyez les renforts pour #pajol #lachapelle où les agressions sexistes sont multi-quotidiennes pour les femmes #BalanceTonPorc,1,,Twitter,sexism,1,9.564525921246781e+17
"""Mmmmmm ça a l'air appétissant... ""

Phrase entendue par un visiteur au bureau pendant qu'on shoote un ensemble de lingerie Princesse Tam-Tam en flatlay, non porté (je précise). 

Et on est en 2018. 

#BalanceTonPorc",1,,Twitter,sexism,1,9.587289582327194e+17
"#ensemblecontrelesexisme c’est aujourd’hui ! Rejoignez-nous , @USER est fière d’être partenaire de cette journée pour aider à faire bouger les lignes #W4F @USER @USER LINK",0,,Twitter,sexism,1,9.56464695829033e+17
"➡️ Avez-vous déjà été victime ou témoin de sexisme ? 

➡️N'hésitez pas à Rt 🔃 et à aimer ❤️

#Sondage #Sondages #FollowBack #EnsembleContreLeSexisme #Sexisme",0,,Twitter,sexism,1,9.564525281279058e+17
J-5 pour la première #journéenationale de #luttecontrelesexisme et ne ratez pas le supplément de @USER avec la prise de parole #EnsemblecontreleSexisme le 25 janvier et le témoignage des entreprises@USER @USER @USER twitter.com/catladousse/st…,0,,Twitter,sexism,1,9.54345469056045e+17
"Le fait de croire qu’une femme doit se faire violer si elle est en mini jupe
Merci la société 
#balancetonporc",1,,Twitter,sexism,1,9.38818429573845e+17
"On ne choisi pas d’être violée, on est « juste » victime #balancetonporc",1,,Twitter,sexism,1,9.388193485920297e+17
Quand tu te fais violer alors que t’étais en jean et la police a un doute sur toi #balancetonporc,1,,Twitter,sexism,1,9.38817997040472e+17
255 sur 34 534 967 (insee 2016). Les victimes sont bien à prendre en charge. Le sentiment #balancetonporc doit rester marginal pour éviter la panique de 34 millions d'humaines @USER twitter.com/carolinedehaas…,0,,Twitter,sexism,1,9.388163231314084e+17
"La Liberté... joli mot... et l'égalité salariale entre homme et femme? votre avis? vous êtes bien membre fondateur du réseau Century 21 non? pourquoi avoir supprimé? 
lefigaro.fr/actualite-fran… twitter.com/Pascal_Beuvele…",1,,Twitter,sexism,1,9.552114428688916e+17
#JamaisSansElles ou quand la vigilance citoyenne se passe de la loi pour agir efficacement pour l'égalité femme ♀️ / homme ♂️ #EgaliteFH twitter.com/JamaisSansElle…,1,,Twitter,sexism,1,9.553253788763218e+17
"@USER @USER @USER Intéressant point que vous soulevez. En effet, par simple habitude on leur “donne” le pouvoir, merci le sexisme internalisé ! Les trucs cons du quotidien sont les pires, ou certains poncifs comme “c’est l’œil masculin” ou “c’est un truc d’homme”, pire “il me faut un homme fort”",1,,Twitter,sexism,1,9.5465167835102e+17
L'ÉGALITÉ FEMME-HOMME NE PEUT ÊTRE OBJET DE CONTESTATION SAUF DANS LA LOGIQUE DE LA BARBARIE twitter.com/cnnbrk/status/…,1,,Twitter,sexism,1,9.551977037257482e+17
"#BalanceTonPorc ""J'emmerde tous ceux qui disent que le diable se cache dans ses formes."" Très lourd. youtube.com/watch?v=ftw-FG…",1,,Twitter,sexism,1,9.383491413395374e+17
"Anny Duperey sur #BalanceTonPorc: ""J’ai connu un porc, un grand nom du cinéma français"" ift.tt/2AulvTo",1,,Twitter,sexism,1,9.383501409973699e+17
"Bureau national de l’UNSA : sensibilisation et plan d’actions pour lutter contre les stéréotypes, le sexisme et les violences faites aux femmes. LINK",0,,Twitter,sexism,1,9.562031788774728e+17
"Bel accueil pour @USER  Et les Perles du Sexisme aujourd’hui à la 
Journée des DSC Chimie
@USER @USER @USER LINK",0,,Twitter,sexism,1,9.565579481967411e+17
"Excellente performance de @USER dans une mini pièce sur le sexisme ordinaire. 
Journée des DSC Chimie
@USER @USER LINK",0,,Twitter,sexism,1,9.56495615843799e+17
"Pour @USER @USER @USER ""Prise de conscience des Codir du besoin d'avoir des femmes dans ces instances"" Le sexisme est un obstacle"" #EnsembleContreLeSexisme #25janvier LINK",0,,Twitter,sexism,1,9.56544564344578e+17
"#Schiappa le vrai courage ? ça serait d'aller dans les quartiers vous promener en décolleté et mini jupe pour montrer que l'Etat ne baisse pas les bras ni la tête devant le sexisme du quotidien !
mais pour ça il faut du courage, c'est la vraie vie...pas du théâtre !",0,,Twitter,sexism,1,9.565864117670257e+17
"Que fait le député @USER quand il fait l'objet d'un rappel justifié au règlement par une présidente de commission @USER ?
Il lâche une grosse invective sexiste. 
En 2018, le sexisme toujours bien présent en politique. #DirectAN
twitter.com/LCP/status/956…",0,,Twitter,sexism,1,9.562680759423754e+17
@USER @USER Nous attendons toujours vos preuves que vous avez crié haut détenir par rapport à l’utilisation des armes chimiques a Douma par l’armée de Assad. Ne nous la jouez pas une Colline Powell bis,0,,Twitter,sexism,1,9.905324148281385e+17
"Travail a domicile: Enceinte, continuez à consommer des glucides travail-internet-domicile.net/enceinte-conti…",0,,Twitter,sexism,1,9.58384358200619e+17
Travail a domicile: DISCRIMINATION CETELEM Femme enceinte travail-internet-domicile.net/discrimination…,0,,Twitter,sexism,1,9.580218259461775e+17
Travail a domicile: Enceinte : le test O’Sullivan est-il obligatoire ? travail-internet-domicile.net/enceinte-le-te…,0,,Twitter,sexism,1,9.587937471558164e+17
"Quand une femme tombe enceinte tout le monde veut touché son ventre pour lui dire &lt;FÉLICITATION&gt;
Maid personne ne veut toucher les couilles du père pour lui dire &lt;BON TRAVAIL&gt;",0,,Twitter,sexism,1,9.583723518712586e+17
"@USER Et oui... une occasion supplementaire manquée de se taire pour VP. Bon c'est une course.ok. Moi j'aimerais juste pouvoir tomber enceinte,accoucher digerer tout ça,  et utiliser cette nouvelle expérience de vie comme d'une force dans mon travail, ou pas, juste avoir le choix",0,,Twitter,sexism,1,9.584299887091098e+17
Travail a domicile: Mélanie Da Cruz enceinte d’Anthony Martial ? Elle poste un message qui fait douter (PHOTO) travail-internet-domicile.net/melanie-da-cru…,0,,Twitter,sexism,1,9.584432134209905e+17
Théresa May est présent au Stade de France ce soir avec Emmanuel Macron. 🇫🇷🇬🇧 LINK,0,,Twitter,sexism,1,8.74704981085098e+17
"[Témoignage] Harcèlement sexuel : « Si tu veux rester dans la société, il faut que tu t'y fasses » latribune.fr/carrieres/harc… via @USER #balancetonporc",1,,Twitter,sexism,1,9.383335738698629e+17
@USER @USER @USER Faut dire que la première loi d’égalité homme femme date de 1972 ...,1,,Twitter,sexism,1,9.55327672573485e+17
"@USER @USER @USER @USER @USER Ouais. T'as raison. Le viol après 15 ans ça n'existe pas. Et  si on est violés, on l'a cherché.",1,,Twitter,sexism,1,9.5574656123716e+17
"JeremstarGate : une plainte pour ""viol aggravé sur mineur"" déposée  #JeremstarGate  bit.ly/2Bmpv5j LINK",1,,Twitter,sexism,1,9.557464888686551e+17
"#SondageCDF Un match pas simple pour les Bleues face à l'Italie, qui s'est conclu par un match nul. Mais qui a tiré son épingle du jeu dans cette rencontre ? #FRAITA 

coeursdefoot.fr/Sondage LINK",0,,Twitter,sexism,1,9.548487763463168e+17
"FRANCE🇫🇷 1️⃣-1️⃣ ITALIE🇮🇹

C'EST FINI !
Match nul entre les Bleues et les Italiennes.
But français signé Amandine Henry.

#CôtéFoot #FRAITA LINK",0,,Twitter,sexism,1,9.548339959629619e+17
Madame #CatherineDeneuve a annoncée lors du Festival #premiersplansdangers qu'elle allait tournée pour la huitième fois avec #andretechine. LINK,0,,Twitter,sexism,1,9.54945240498131e+17
"Catherine Deneuve, les «hystériques» et tous les autres: il faut qu’on parle letemps.ch/societe/2018/0… #ARelire",0,,Twitter,sexism,1,9.549650568353956e+17
Nouveau coup de coeur : Igit / Noir et blanc (en duo avec Catherine Deneuve) deezer.com/track/141894013 #deezer,0,,Twitter,sexism,1,9.548479317015798e+17
@USER Il faut faire très attention avec #CatherineDeneuve !,0,,Twitter,sexism,1,9.548899204174971e+17
"#CatherineDeneuve, la présidente du jury, distribuant un prix à la cérémonie de clôture #Angers #PremierPlans #Russie 👏🏻 LINK",0,,Twitter,sexism,1,9.549191766190858e+17
"[#PCFOccitanie] Droits des femmes. La liberté oui, l’agression non ! dlvr.it/QB7m8d #Fédération #Sexisme LINK",0,,Twitter,sexism,1,9.524137593178194e+17
"#SLT @USER claire et concise comme à son habitude. Non, le diplôme langue de bois n’est pas pour elle ! #Harcèlement #Sexisme",0,,Twitter,sexism,1,9.522566660530217e+17
Soldes d&amp;rsquo;hiver : un nouveau visage pour #Cdiscount… et une accusation de #sexisme presse-citron.net/nouveau-visage…,0,,Twitter,sexism,1,9.522799192828027e+17
"Mon film ""Je suis au poil"" a dépassé les 2000 vues, on lâche rien ! #nikonfilmfestival #Feminisme #sexisme #plafonddeverre 
festivalnikon.fr/video/2017/320…",0,,Twitter,sexism,1,9.524918838293586e+17
"Il n’y a pas que les prix qui sont réduits à Cdiscount .. #sexisme
Cdiscount: ""aucun sexisme"" dans la campagne de publicité (photos) francesoir.fr/culture-medias…",0,,Twitter,sexism,1,9.522858576706642e+17
piqué à #PayeTaShnek on.fb.me/1Swm4ib LINK,0,,Twitter,sexism,1,7.071632522503004e+17
Ce soir c'est #payetashnek LINK,0,,Twitter,sexism,1,7.088174862428365e+17
"#Trump après le  #sexiste, le #raciste la roulette de la connerie est tombé sur la case #homophobes : les journalistes #LGBT sont exclus de la réception de Noel pour la 1ere fois. pinknews.co.uk/2017/12/05/lgb…",0,,Twitter,sexism,1,9.388153765400044e+17
Équipe de France. Les Bleues accrochées par l’Italie en match amical dlvr.it/QC49JN LINK,0,,Twitter,sexism,1,9.548470507172168e+17
"#LeDirect &gt; #FootballFéminin ⚽ &gt; C'est la mi-temps du match amical #FRAITA au #Velodrome !
Les #Bleues se neutralisent sur un score de un partout, face aux #Italiennes, malgré une large domination, suite à une énorme erreur de S.#Bouhaddi.
Buts : C.#Girelli (6'), A.#Henry (17'). LINK",0,,Twitter,sexism,1,9.548195405961994e+17
Soirée foot 100% filles au #Vélodrome ! Clientes invitées et collaboratrices se sont données rdv à l'agence Crédit Agricole de Grand Pavois pour le match de l'équipe féminine de France face à L'Italie . 🇫🇷 - 🇮🇹 👏 ⚽ Allez les bleues !! @USER @USER LINK,0,,Twitter,sexism,1,9.548148389156413e+17
"MT 1-1 L'Italie a ouvert le score grâce à une belle cagade de Bouhaddi, et la France a égalisé avec une belle action en solo de Henry. Les Bleues dominent, mais manquent de percussion dans l'axe, Sarr n'est pas dans son match. Envoyez @USER sur la pelouse ! #FRAITA",0,,Twitter,sexism,1,9.548183143537336e+17
"« Les hommes blancs nous aiment avant même de nous connaître »

Ça a un nom enfin je sais pas vous êtes pas si conne ça s’appelle du fétichisme et c’est ça que vous désirez ?? Wow.",1,,Twitter,sexism,1,9.881105105194476e+17
Putain mais trop bonne trop conne je me tue à me le dire,1,,Twitter,sexism,1,9.884765099156726e+17
"APOLOGIE DE LA VIOLENCE PHYSIQUE ET PSYCHOLOGIQUE SUR UNE CHAÎNE AU  #CAMEROUN 

""CHEZ NOUS QUAND TU TE LÈVE ; TA FEMME SE LÈVE POUR TESTER L'AMOUR TU LA GIFLE OU ALORS  TU NE PARLE PAS.... 
ce monsieur mérite la prison et CELA FAIT RIRE."" 🚮
#balancetonporc 
#metoo
@USER LINK",1,,Twitter,sexism,1,9.397891632426885e+17
"@USER En 2017 la femme qui vit avec un homme "" passe le stage "" elle n'a la valeur que si elle  supoorte et ne doit pas l'ouvrir sur les actes de violences qui sont commis. 🚮
#balancetonporc",1,,Twitter,sexism,1,9.397930076536709e+17
"""Tu sais ce que c'est cette clé ? C'est la clé du bonheur ! "" Aix-en-Provence - cours Mirabeau #payetashnek",1,,Twitter,sexism,1,4.4090294017458586e+17
"👫Égalité femme-homme👫

#LREM se bat pour l'#égalitéfemmehomme, après avoir révolutionné l'Assemblée en terme de #parité, le #gouvernement veut s'attaquer aux #inégalitéssalariales dans le privé. #Macron
@USER @USER @USER @USER LINK",1,,Twitter,sexism,1,9.551641730712125e+17
"@USER @USER @USER C'est normal , a poste équivalent= salaire équivalent !
Mais ,qu'as-tu fait chez Danone ? l'égalité homme-femme devant la porte ?",1,,Twitter,sexism,1,9.551875968078848e+17
Travail a domicile: Comment prendre son pied enceinte ? travail-internet-domicile.net/comment-prendr…,0,,Twitter,sexism,1,9.578686677311529e+17
"En France : 
""Non à l'objectification de la femme on veut l'égalité de traitement et être respectée ""
Pendant ce temps là au Japon :
#DarlinginthefranXX #Japan #Anime LINK",1,,Twitter,sexism,1,9.551763839233434e+17
"A une certaine époque les réseaux sociaux avec leurs # n'existaient pas .... # comme #balancetonporc ... n'est ce pas Johnny !?! 
Pensées pour certaines jeunes filles d'une certaine époque où #Johnny avait bcp de fougue.

#RIPJohnnyHallyday #RIPJohnny #harcelement #abus #sexe",1,,Twitter,sexism,1,9.384662886320333e+17
"Un jour, dans un monde vraiment féministe, où la priorité à lutter contre les violences sera une réalité, #CarolineDeHaas sera soutenue par celle qui représente la grande cause des violences comme l’ont été @USER où @USER berge : @USER #Besnehard LINK",1,,Twitter,sexism,1,9.698702516168212e+17
"VIDEO. ""Je ne pensais pas que la longueur de ma robe allait être un débat"", regrette Aurore Bergé
francetvinfo.fr/politique/vide… LINK",1,,Twitter,sexism,1,9.6859912194594e+17
"Les médias atteignent leurs limites du grand n'importe quoi, rattrapage de ce weekend: 2 poulettes ont fait le buzz à savoir: l'emplumée du salon de l'agriculture Agathe et #AuroreBergé qui réussi l'exploit qu'on la commente sur autre chose que sur ses compétences politiques.",1,,Twitter,sexism,1,9.680973121102356e+17
"@USER @USER @USER Étonnant de la part de Catherine nay
Serait elle devenue l'aurore berge des journalistes..?

Pour dire ça elle doit aimer les boys",1,,Twitter,sexism,1,9.70384012488446e+17
"""Je n'ai pas à être jugée sur la longueur de ma robe"", Aurore Bergé (LREM) se défend après une avalanche de commentaires sexistes abonnes.lesinrocks.com/2018/02/27/act… LINK",1,,Twitter,sexism,1,9.689589905362125e+17
"''Les hommes ne savent plus comment se comporter avec les femmes'' nous dit Sophie Durocher à l'émission ''Denis Lévesque''.  Vraiment ?  
Y'a des femmes qui jugent les hommes trop idiots pour savoir ce qu'est le respect?Je suis pas d'accord avec 
#CatherineDeneuve 👎
#MoiAussi",1,,Twitter,sexism,1,9.532459227707392e+17
"Alors par contre tout le monde tweete sur #balancetonporc mais quand Niska chante "" j'fais repérage de femmes sur les réseaux"" ça dérange personne 🤔 
Je sais faut pas comparer et je suis peut-être vieux jeu mais moi ça me choque 😣
Il traite les filles comme des bouts de viande",1,,Twitter,sexism,1,9.38463517895807e+17
#notesbébéMaman: Enceinte:Après 40 heures de travail en salle d'accouchement..bit.ly/2ng1xEF #maman LINK,0,,Twitter,sexism,1,9.569903839506309e+17
"[Exclusif] #BalanceTonPorc, transparence, juges : Éric Dupond-Moretti règle ses comptes &gt;&gt; bit.ly/2Gpm2ab LINK",0,,Twitter,sexism,1,9.736111930164716e+17
#PayeTaShnek ou plutôt paye ta crédibilité. C'est à cause d'elles que les gens diabolisent le féminisme. Des écervelées hystériques.,1,,Twitter,sexism,1,8.47429608546775e+17
@USER  a defaut de réagir lisez ceci madmoizelle.com/plutot-sympa-h… #payetashnek #payetonuterus,0,,Twitter,sexism,1,5.887648178859459e+17
Photo officielle des Jeudi's ! #RocknRoll #PayeTaShnek #bonson instagram.com/p/zkkm2sv3l0/,0,,Twitter,sexism,1,5.7098681765637325e+17
Elle me fait trop rire cette fille xD ! #ironie,0,,Twitter,sexism,1,3.6539615725553254e+17
@USER Scuze la fille avec une culture musicale incroyable! #Ironie 😏,0,,Twitter,sexism,1,3.651310133508833e+17
"Ramzan Kadyrov menace d'envoyer Merkel et Trump en prison s'ils se rendent en Tchétchénie

#Donald_Trump #Angela_Merkel #Ramzan_Kadyrov #République_tchétchène  

goo.gl/SqoWwS LINK",0,,Twitter,sexism,1,9.893984415949046e+17
Angela Merkel découvre le lien entre immigrés et antisémitisme lesalonbeige.blogs.com/my_weblog/2018…,0,,Twitter,sexism,1,9.893885074488402e+17
"@USER Et @USER qui va converser avec @USER sur #RadioJ, ça ne choque personne au @USER ? honteux!
#balancetonporc #haziza",0,,Twitter,sexism,1,9.373679857355244e+17
Je tiens à dire que j’ai eu un gâteau d’anniversaire #balancetonporc kamème... je suis trollée IRL maintenant c’est formidable #putainlescons,0,,Twitter,sexism,1,9.37374356400984e+17
"ce qui est merveilleux avec @USER c'est que tout va mal , tout est moche  etc ... une vision pessimiste en rien  constructive  #balancetonporc #BFMTV",0,,Twitter,sexism,1,9.373763803162501e+17
"Moi, quand je lis les tweets sur #50NuancesDeGrey . Ça compare le film à #balancetonporc  j'en peux plus aidez moi 😂😂😂 LINK",0,,Twitter,sexism,1,9.374530476928737e+17
@USER @USER @USER Il s'agit précisément de mettre en évidence les problèmes de racisme et de sexisme pour changer les choses au lieu de les accepter.,0,,Twitter,sexism,1,9.550529621576786e+17
"A la connasse qui m a doublée par la droite à l'entrée de l autoroute et qui a failli créer un gros accident si j avais pas pilé : 
si tu veux te foutre en l'air: bonne idée. 
Mais fais le toute seule.
#PauvrePomme",0,,Twitter,sexism,1,9.897603196511764e+17
@USER @USER Il faut trouver le coupable alors #ColonelMoutarde #DansLaCuisine #Cluedo #BalanceTonPorc,0,,Twitter,sexism,1,9.544999872867e+17
G ptet un gros nez mais c pas pour ca que j’vous autorise dme soufler votre halaine en plein visage #balancetonporc,0,,Twitter,sexism,1,9.365620914016666e+17
"En France, aujourd'hui, seulement 10% des victimes de violences sexuelles déposent plainte.

Pour accompagner les femmes qui parlent, l'association Parler de @USER a besoin de votre soutien ! #OnCompteSurVous #IBelieveYou #BalanceTonPorc     

gofundme.com/parler-pour-qu…",0,,Twitter,sexism,1,9.365699242349036e+17
"C'est pas la Saint-Valentin, ni la fête des mères.

Des chiffres (français) via #PayeTaShnek

#justsaying LINK",0,,Twitter,sexism,1,5.7460202270562304e+17
"Après #BalanceTonPorc le #WEB se lance à la poursuite des #bolos avec #BalanceTonMouton pour dénoncer la léthargie des français devant la #democtature galopante d'un #GOUV qui arrive à monter les #mécontents les uns contre les autres ""pour mieux régner"" #citoyens #police #prison LINK",0,,Twitter,sexism,1,9.545843305458852e+17
"Ça pourrait expliquer pourquoi Catherine Deneuve s’est amendée aujourd’hui… :)
#MoiAussi #EtMaintenant twitter.com/AurelieLanctot…",0,,Twitter,sexism,1,9.527431044398817e+17
"On dira désormais que jaune est la couleur de l'amour. Après #moiaussi, des milliers de signatures pour la déclaration #etmaintenant. Une ode au respect et à l'égalité des genres. etmaintenant.net LINK",0,,Twitter,sexism,1,9.527397290527212e+17
l'austérité allemande n'est pas apparue avec Angela Merkel : une expo à Berlin peut médiatisée en France @USER  La presse éco tradi. @USER va être transportée de joie? @USER @USER @USER @USER @USER @USER elpais.com/cultura/2018/0…,0,,Twitter,sexism,1,9.772351530042204e+17
"La nomination d'un dirigeant de la banque Goldman Sachs à un poste clé dans le nouveau gouvernement d’Angela Merkel fait débat. #AlterEco #La1ère @USER
rts.ch/play/radio/la-…",0,,Twitter,sexism,1,9.772284861452288e+17
Emmanuel Macron aux côtés d'Angela Merkel fait un point à Bruxelles sur l'attentat en France. LINK,0,,Twitter,sexism,1,9.771769960432148e+17
"LIVE | Déclaration conjointe avec Angela Merkel depuis Bruxelles.
pscp.tv/w/1rmxPmRnblXKN",0,,Twitter,sexism,1,9.771764549193196e+17
"[Question posée sur @USER] Est-ce réellement Angela Merkel, Gina Haspel et Theresa May sur cette photo ? ⤵
Non.
bit.ly/2HXp4C5 LINK",0,,Twitter,sexism,1,9.771898097342587e+17
Emmanuel Macron lors de son Conseil européen avec Angela Merkel et Aléxis Tsípras #EmmanuelMacron #Macron @USER LINK,0,,Twitter,sexism,1,9.772223169784709e+17
Marine Le Pen a décidé de réagir sur les réseaux sociaux à la prise de parole d'Emmanuel Macron aux côtés d'Angela Merkel à Bruxelles #Trèbes bit.ly/2pzRxqS,0,,Twitter,sexism,1,9.77246730231124e+17
Il faut être très prudent et laisser la justice faire son travaille et ne pas salir les gens à la première plainte  #Harcelement #balancetonporc LINK,0,,Twitter,sexism,1,9.365609862737428e+17
"Faux après recherche sur le il apparait que Theresa May, Angela Merkel et Jenas  Hassple n'ont jamais euent de liens avec le montage photo que vous avez reçu voici en anglais check news snopes.com/fact-check/wer…",0,,Twitter,sexism,1,9.771920955879506e+17
Angela Merkel salue le travail de @USER #Selmayrgate,0,,Twitter,sexism,1,9.771874599760036e+17
"Des millions de femmes ont libéré leur parole durant le mouvement #moiaussi. Aujourd’hui, nous voulons souligner leur courage et réitérer notre solidarité. #Etmaintenant envisageons l’avenir. Joignez le mouvement, endossez la déclaration. etmaintenant.net",0,,Twitter,sexism,1,9.530055328178872e+17
"#EtMaintenant, l'initiative pour être solidaire derrière #MoiAussi fb.me/1ukdTfJab",0,,Twitter,sexism,1,9.530136946524037e+17
#moiaussi je dis : #etmaintenant ? plus.lapresse.ca/screens/b5d473… via @USER,0,,Twitter,sexism,1,9.530101926015713e+17
"« Continuons sur la lancée de #MoiAussi, les hommes à nos côtés » - Non, le mouvement contre le harcèlement sexuel ne cherche pas à instituer une police des mœurs, estime un collectif de plus de 200 Québécoises, dont l’essayiste Aurélie Lanctôt, la ch... ow.ly/7WEW50g7Vu5",0,,Twitter,sexism,1,9.527410094647091e+17
"Des millions de femmes ont libéré leur parole durant le mouvement #moiaussi. Aujourd’hui, nous voulons souligner leur courage et réitérer notre solidarité. #Etmaintenant envisageons l’avenir. Joignez le mouvement, endossez la déclaration. etmaintenant.net",0,,Twitter,sexism,1,9.527365447034593e+17
"Afin que les politiques publiques, la culture des entreprises et des institutions, les contenus médiatiques – et oui, les relations amoureuses et sexuelles - évoluent dans le sens d’une véritable égalité entre les genres. #moiaussi #EtMaintenant  etmaintenant.net",0,,Twitter,sexism,1,9.527434105904538e+17
"En 1998, la France découvre des fuites radioactives sur les transports de déchets nucléaires. La ministre de l'Environnement informe Berlin. Angela Merkel pique une crise de colère. La suite de l'histoire : buff.ly/2Dasajv LINK",0,,Twitter,sexism,1,9.774524603180524e+17
Les mentalités évoluent... enfin ! #communication #publicite #sexiste twitter.com/strategies/sta…,0,,Twitter,sexism,1,9.394423361441997e+17
Enquête #harcèlement #sexiste dans les #transports 2017 : Dernières minutes pour remplir notre questionnaire &gt;&gt; tinyurl.com/hctsexiste2017 LINK,0,,Twitter,sexism,1,8.76532718015787e+17
Un «avocat robot» pour aider les victimes d'agressions sexuelles: lancement le 6 décembre d'une app utilisant l'intelligence artificielle bit.ly/2AwSNj1 via @USER #exclusif #ondira #AI #moiaussi #metoo LINK,0,,Twitter,sexism,1,9.380168516150149e+17
"#Prostitution, Travail du sexe: ""Après Weinstein, #metoo, #balancetonporc et Paye Ton Couple, il est temps d’assumer nos réalités."" ma.lumiere.rouge.blogs.liberation.fr/2017/12/05/jou…",0,,Twitter,sexism,1,9.383412467158139e+17
"Une chronique de lecteur Babelio très positive sur TCHIKAN
#TCHIKAN #balancetonporc #metoo
babelio.com/livres/Arnaud-…",0,,Twitter,sexism,1,9.383394285059809e+17
"RAPPEL (événement réservé aux élèves et membres du personnel de @USER ) : 
Ce soir, à 18h, se tiendra notre tout premier débat autour de #BalanceTonPorc, en partenariat avec le pôle féministe d' @USER. 
facebook.com/events/1933583…

#Livetweet à partir de 18h !",0,,Twitter,sexism,1,9.383406483060695e+17
"Quand les musiciennes de jazz s’insurgent contre le sexisme, par José Dias theconversation.com/quand-les-musi… via @USER",0,,Twitter,sexism,1,9.546517592884429e+17
"@USER @USER @USER @USER Génial, j'ai vraiment vraiment adoré le pays. Bon mon contexte était dur, mal organisé et plein de sexisme épuisant mais les paysages sont justes whaou !",0,,Twitter,sexism,1,9.546653889393746e+17
Il n’y a pas que les prix qui sont réduits à @USER .. #sexisme LINK,1,,Twitter,sexism,1,9.51183979130114e+17
et voilà les hommes de demain #payetashnek #mercilacultureduviol LINK,1,,Twitter,sexism,1,8.278152672458875e+17
"Alors qu'elle aurait pu faire un hashtag #BalanceTonPorc , elle a finalement choisi de fonder une famille! twitter.com/EugenieBastie/…",1,,Twitter,sexism,1,9.431710335399813e+17
"Policier #SEXISTE ""Allez dégagez les gonzesses, allez, va faire la vaisse... youtube.com/watch?v=8_iSd3…",1,,Twitter,sexism,1,9.347105747259146e+17
@USER @USER La fete des #ramoneurs ... ah non c’est #sexiste,1,,Twitter,sexism,1,9.350386381356769e+17
"#BalanceTonPorc Thomas bonnet ma touché le cul en histoire, cela dure depuis trop longtemps déjà...",1,,Twitter,sexism,1,9.554572169953075e+17
"Est ce vrai....?
 Emmanuel Macron, le président français, n’a pas d’enfant
- La chancelière allemande Angela Merkel n’a pas d’enfant
- Le Premier ministre britannique Theresa May n’a pas d’enfant
- Le Premier ministre italien Paolo Gentiloni n’a pas d’enfant",1,,Twitter,sexism,1,9.76085697282093e+17
"""Il faisait froid ce matin. Enfin, vu comment t'es habillée t'avais l'air d'être chaude ce matin toi !"" TA GUEULE FDP #payetashnek",1,,Twitter,sexism,1,8.467913354661601e+17
"Sortie du bureau à La Défense Mec en costume 45-50ans qui m'attrape par le bras ""on se voit maintenant ou on prends rdv"" ... #payetashnek",1,,Twitter,sexism,1,8.493070285855785e+17
"""Gneuh gneuh le harcèlement de rue c'est un mythe"" #Payetashnek LINK",1,,Twitter,sexism,1,8.44903490292011e+17
La ola ratée de Theresa May n'est pas passée inaperçue pendant #FRAANG huffp.st/SntREQk,0,,Twitter,sexism,1,8.748464089642762e+17
Theresa May aux abois avant l’ouverture des négociations du #Brexit lemde.fr/2rootRY par @USER,0,,Twitter,sexism,1,8.75966413948801e+17
Emmanuel Macron et Theresa May détaillent leur « plan d’action » contre le terrorisme sur Internet lemde.fr/2sDsmGP,0,,Twitter,sexism,1,8.75383241326424e+17
