i,tweet_id,full_text
1044,940918474037186560,La ville d'Halifax offrira des excuses à une pompière qui dit avoir été victime d'intimidation par ses collègues masculins. #moiaussi  https://t.co/SbG93GvM2g
1045,942482163529854976,"#Mondial2017- INDESCRIPTIBLE, MERCI LES BLEUES !
🇨🇵🇨🇵🇨🇵

Le match ➡️ https://t.co/qKT687AT0m

📸B.D
#Simplywunderbar https://t.co/kSEKwj5DFL"
1046,942465473970622464,"🏐 Bravo aux Bleues pour cette magnifique victoire après ce match palpitant, et pour ce titre mondial ! 🏆 https://t.co/r2nyJMNYes"
1047,942479713800544258,
1048,942492724443471872,
1049,942469672783568899,
1050,942465468333547520,
1051,942469609990615040,
1052,942496433835511808,
1053,942477605802004481,
1054,942468433559674883,Bravo à nos bleues du hand !!!! Un gros match.... Un gros mental...
1055,955487566668730368,
1056,955463985238827009,Travail a domicile: Biathlon: les Bleues matent les Allemandes sur leurs terres https://t.co/DuTl2IX1OY
1057,955499412029083649,
1058,955513961142734853,Boucles Rondes Pierres Bleues https://t.co/XLJCLqCoAX
1059,955508483780161536,
1060,955488878252748801,BOUCLES D'OREILLES CLIPS EN VERRE CARREES BLEUES https://t.co/iR7YqlGZNv
1061,955473226934734848,
1062,955463303039463430,
1063,955477301004730370,"#ehfeuro2018🏆

Entrée des Bleues dans L'Arena de Zagreb 🇫🇷🇫🇷🇫🇷

#handball https://t.co/oRGjRAU4xy"
1064,955515117420064768,
1065,955462544168247297,@EspritHandball @FRAHandball Merci pour le concours ✌🍀 Allez les bleues ! 🇫🇷
1066,955421765752311808,Voici ce que je viens d'ajouter dans ma boutique #etsy : boucles d'oreilles bohèmes bleues vertes #bijoux #bouclesdoreilles #bleu #boheme #dormeuses #papier #non #femmes#earing #madeinfrance🇫🇷 #handmade #papier#créatrice #création #originale #mode #tendance #atelier https://t.co/WKZtfTut3o
1067,955453818447294465,
1068,955431439486652416,
1069,955458813485768705,#9: Agenda: 2018 Agenda semainier : 19x23cm : Magnifiques aquarelle de fleurs bleues https://t.co/SZ6toVFhh4
1070,955413126299684864,
1071,955443511268204544,
1072,936718196173918208,Le journal @LePoint va morfler. Avec raison. Pas de #BalanceTonMeurtrier après le #BalanceTonPorc. Il est vraiment temps que l'opinion publique arrête de se masturber (intellectuellement et juridiquement) via Twitter &amp; Co... #Cantat https://t.co/JuUJADum38
1073,394106627844222976,
1074,941704081692938240,#balancetonporc : un coup de tonnerre sur le procès de Georges Tron #Tron https://t.co/AhI1XTjLAN
1075,988322042759049217,
1076,988399467303981056,
1077,988401345366495232,parce que la famille elle est pas conne elle sait qu’il faut pas téléphoner ou être alcoolisé au volant alors que tes connards de potes complètement stones ils snap à 200 sur l’autoroute en gueulant « EH MERCEEEE » comme des abrutis https://t.co/oPM8a2DEsG
1078,988346982942105600,Est ce que je suis conne ?
1079,954428011859927040,
1080,954428766025060357,
1081,954428244383682560,Ce que nous disait (déjà) la marquise de Merteuil sur #BalanceTonPorc et « la liberté d’importuner » https://t.co/UlL97s9h1f
1082,954426544277028864,Dans @lobs cette semaine Elena #Ferrante répond à l’appel des cent femmes et aux anti-féministes de tout poil. #balancetonporc https://t.co/Qd0EsYKKda
1083,875427958432968704,
1084,875755879693463552,
1085,951141451982950400,
1086,951134948815228928,
1087,951134978112409601,Catherine Deneuve et le ras-le-bol #moiaussi | JDM https://t.co/D9EAkDEQD6
1088,951138649491550209,
1089,951140253674491904,La campagne #MoiAussi divise les femmes en France https://t.co/BorZhi84nt #kebetu #metoo
1090,954456946085593088,50 abonnés il devient Youtubeur muscu ! Qui ne tente rien n’à rien !@TiboInShape @YouTube #JeremstarGate #BalanceTonPorc #EclaireUnLycéen https://t.co/fM7tVjWmeY
1091,954454658004717572,
1092,954457418104295425,
1093,954457050318364672,
1094,954457697046409217,
1095,954453680509607937,"#BalanceTonPorc: Assigner les femmes en diffamation, une «procédure bâillon»? https://t.co/7wIwsPLQCb"
1096,954258109844910080,
1097,954259233540894721,
1098,954258666210897921,
1099,948945046371471362,
1100,949298510851080193,
1101,949188687652425728,
1102,949022594413613056,
1103,949399247337771011,
1104,941798153866559488,Quand #balancetonporc fait dérailler le procès Tron https://t.co/KUUcmSIXsf https://t.co/nwQhAUVryW
1105,941804340163031042,Quand #balancetonporc fait dérailler le procès Tron https://t.co/RLIO4uDNg9 via @Le_Figaro
1106,941804545218437121,"Après la libération de la parole, la contrition publique de victimes. Atterrissage forcé des #balancetonporc sur les pieds du procès #Tron"
1107,988422627621593088,
1108,989208930931920898,
1109,988383222877868033,
1110,988492731747110912,marre d'être prise pr une conne au yeux de ceux que j'estime être important
1111,988487928681848838,
1112,968441736027656193,
1113,969154644927754240,"Vendredi 9 mars à #Paris au @PublicisGroupe Drugstore
Rencontre/débat avec @MarleneSchiappa autour de son livre Le Deuxième sexe de la démocratie 🙌🏽 avec témoignages de @LaetitiaAvia @G_GouffierCha @auroreberge @oliviagregoire @FdeRugy @MyriamElKhomri https://t.co/qK0JSFaMxi"
1114,968935446431576066,
1115,968755620055838726,
1116,955083464533069825,"#BalanceTonPorc: Assigner les femmes en diffamation, une «procédure bâillon»? https://t.co/sV4VJ66Xft"
1117,954502335442677761,
1118,954504909151461377,
1119,954509783289212929,"@balancetonporc #balancetonporc #balancetonpedo
La tribune de Millet/Deneuve, la plainte contre @LettreAudio et maintenant Jack Lang. Est-ce que l'elite française ne va pas trop loi dans l'indécence ? https://t.co/8cS46JzXSc"
1120,988020310044790784,"Cette conne de Claire Denis trouve toute l’histoire Weinstein (et ce qui en a découlé) est « une histoire d’enfants occidentaux gâtés » 🚮🚮🚮
(De toute façon ses films sont nuls) https://t.co/Q17r0r7Pf3"
1121,988415537662365697,
1122,988404197665079296,
1123,988412230352932865,
1124,988171306330984451,
1125,988081889607991296,
1126,942006535932309504,"Effectivement, dans un an il sera bien loin le #BalanceTonPorc c'est tout le calcul de la défense https://t.co/vbbO4zMajw"
1127,986261108313948161,Nn mais mi alor j en rate pas une !!! Je feso de lpeinture din msalle de bain et jnavo eu un tio peu sur mes doigts et comme ene conne jai lécké !!!!! Mon âme dgoulaffe a pris le dessus sui ecoeurer beurk
1128,986285875742027777,
1129,986266077041774592,
1130,986343012954443781,
1131,986315528418611200,
1132,986303331235713027,"ça va deux secondes, marre de me faire prendre pour une conne"
1133,954059991983542272,"#balancetonporc : #SandraMuller,poursuivie en #diffamation https://t.co/FDwCTjcr3y"
1134,954060898175541248,"La créatrice de #balancetonporc poursuivie en diffamation
https://t.co/U5Jpc28V8U"
1135,954060536039313408,
1136,954061654618230789,
1137,954059775821733888,
1138,938454601724059648,
1139,938445860014383104,
1140,938451372671995904,
1141,984185641117409280,
1142,985062650420670464,"Frappes en Syrie : l'Iran qualifie Emmanuel Macron, Donald Trump et Theresa May de ""criminels"" https://t.co/Co8YDwtEEW"
1143,984984691412480000,"Sans résolution du Conseil de Sécurité autorisant le recours à la force, les frappes de @POTUS @theresa_may et @EmmanuelMacron sont une agression de la Syrie. Leur offensive militaire n'a pas de fondement en Droit International. @reseau_internat @BBCWorld @VOANews @RFI @CCTV"
1144,984515250522415107,"A cette heure  Syrie :
•USA confirment avoir des preuves qu'Assad a utilisé des armes chimiques 
•Selon la BBC les ministres de  Theresa May  soutiennent une  action 
•President Macron confirme avoir des preuves d'attaque chimique 
•WHouse en reunions sur options militaires"
1145,985033891433107456,"L'Arabie Saoudite extermine les populations du Yémen avec leur silence complice 
▶️ @realDonaldTrump @theresa_may @EmmanuelMacron

Saudi Arabia exterminates Yemen peoples with their complicit silence
▶️@realDonaldTrump @theresa_may @EmmanuelMacron https://t.co/aBZCsYNLlU"
1146,984675647946657793,"Affaire Skripal : mais qui donc a intérêt à brouiller l’Europe de l’Ouest avec la Russie ? https://t.co/fblMdkukj7 via @bvoltaire
Ce n'est qu'un élément de plus qui fragilise Theresa May, qui je l'espère sera poussée à la démission en… mai"
1147,984998202821705728,
1148,984276830772482048,"Alors que Theresa May semble encline à approuver une action militaire contre Damas, un sondage commandité par le Times montre un soutien populaire encore inférieur à ce qu’il fut en 2013 quand l’option militaire fut envisagée. https://t.co/PGjCxdlsRN https://t.co/eBPbkM7rEn"
1149,985035403743899648,
1150,964158821441638400,"🔴#invitée #JT20H @France2tv 
@aslapix reçoit ce soir la directrice générale du #FMI Christine @Lagarde https://t.co/teuALocXYn"
1151,964168212689702912,
1152,964289575945494528,
1153,964133664597643264,
1154,964159139814526977,
1155,964141177829281792,"▶️ Christine @Lagarde &amp; #FMI encouragent vivement l'ambition de la #France &amp; les transformations structurelles d'@EmmanuelMacron &amp; @EPhilippePM : ""#France is back"" aux plans intérieur (#chomage &lt; 9%) &amp; international : ↗️ l'#Export ➕ ↘️ la #dette ➡️ Bilan &gt;0 ➕ #confiance https://t.co/040oosZ5hN"
1156,964171681387474944,
1157,964218412548411397,"Les 3 catégories de personnes touchées par le #chômage selon Christine Lagarde : les jeunes, les non qualifiés et les étrangers ... pas du tout les seniors, les diplômés du tertiaire que l’on continue à former, les bacs + 12 qui partent à l’étranger ... 😡😡"
1158,964159483701231617,
1159,964179755611377668,"Christine @Lagarde au @20hFrance2 puis @jmblanquer invité de @LEPolitique. Une fois de plus, @France2tv au cœur de l’actu. Bravo 👏🏻"
1160,938136052736364545,#moiaussi : autopsie d'un mouvement mondial (infographie)  https://t.co/WaFMIdM3ej
1161,938117974505984000,
1162,938047252102336512,
1163,938169664693309440,
1164,938053787494830085,
1165,936615954624237573,
1166,936617604638298112,
1167,936622909602361344,"Toujours pile @Giulia_Fois_ 
#balancetonporc 
#balancetonpedo 
#balancetonpedophile https://t.co/bC5IooKorI"
1168,939265677852139520,
1169,939252865637474305,
1170,939276411063422977,
1171,958088371016011776,
1172,958127309835390979,"La femme qui accuse de viol Darmanin ""ira jusqu'au bout"", assure son avocate https://t.co/Q5ttXcLErX"
1173,958230963443683328,
1174,360322908372992000,"@A_C_Husson C'est pas Marie Curie qui a fait ça plutôt ? #ironie. Marie Curie, la seule femme scientifique de l'Histoire dans la culture pop"
1175,360379700188680192,
1176,357388025593999360,
1177,989853517153275904,
1178,988414958278004736,
1179,989809683937611776,
1180,989233773882507265,"Consultez cet article sur i24NEWS:

Paris: la station Europe du métro rebaptisée ""Europe-Simone Veil"" (Pécresse)
https://t.co/8hnznCyLnc"
1181,989087869032640512,"Retweeted Ensemble, l'Île-de-France (@EnsembleIDF):

[ 🚨 Communiqué ] Valérie Pécresse veut encore augmenter le Pass Navigo.
➡️ https://t.co/LTNx1ztm0T #DirectIDF #TransportsIDF https://t.co/YPsT2evJ3P https://t.co/LTNx1ztm0T"
1182,988643773277245445,"ITV Valérie Pécresse : ""La Région est le bon niveau pour offrir un service d’#orientation pour tous"". https://t.co/a2sWdr1jED #Onisep #CIO #MissionsLocales #Oriane https://t.co/jQKaRpdN3C"
1183,988424274464661504,"En île de France, V. Pécresse tourne le dos à l’avenir @Alternative_IDF https://t.co/ZqSv8tGPUd"
1184,989547302854459397,
1185,991722765161062400,Mais la suppression de l’exit taxe pour les très riches c’est tout de suite ...  https://t.co/oXRu9H0baK
1186,991995281897152513,
1187,992037344709697537,
1188,989073757322010629,"Nadine Morano s’est offusquée quand une ""Grande Gueule"" a évoqué la teinture de Wauquiez. Parce qu'il est vrai que ce n’est vraiment pas son genre de s’attaquer au physique... 📼👇

Le Morning Glory d’hier :
➡ https://t.co/d23pIRZ8WB
#Quotidien https://t.co/SC2RQONS32"
1189,991688775351918593,"Macron plume les retraités mais sert encore les hyper riches, ceux qui ont financé sa campagne... https://t.co/p1BtIdA1Yx"
1190,955035316175458304,
1191,955054915017199618,
1192,955039775198732288,
1193,942075411323936768,Quand #balancetonporc fait dérailler le procès Tron https://t.co/ukSevl4vWI
1194,957507956572073984,"Anne Garrigue est journaliste et écrivaine. Elle publie ""Etre femmes en Asie"", un état des lieux très précis de la place de la femme de la Chine à l'Inde, en passant par le Népal ou le Japon. Entretien. https://t.co/mbKsU9yHQO"
1195,957618061334450177,
1196,957897503545929728,
1197,957186444795301888,
1198,957599193262063616,
1199,957490081404739584,"#AnniversaireduJour : Colette : Sidonie-Gabrielle Colette née le 28 janvier 1873 à Saint-Sauveur-en-Puisaye (Yonne), et morte le 3 août 1954 à Paris, est une femme de lettres française, connue surtout comme romancière, mais qui fut aussi mime, actrice et journaliste. https://t.co/K67k7Hubpp"
1200,958239212314210304,
1201,953277346227908608,Qui est-ce qui c’est pris un vent par Catherine Deneuve ?? C’est moii
1202,953269347459502080,#féminisme Décourageant ! Les féministes québécoises déforment les propos de Catherine Deneuve.... https://t.co/ffGHCQa88J
1203,953268005764567040,
1204,953278714569207808,"https://t.co/Jxnq0V5qiF
Pour le Chemin...
La scène finale de : 
LA SIRÈNE DU MISSISSIPI. 1969.
Avec Jean-Paul Belmondo et Catherine Deneuve sous la direction de François Truffaut."
1205,953279152077066240,"#CatherineDeneuve
Au CD:
""L'erreur est humaine,
pardonner est divin,
rectifier est sage""
Alexander Pope"
1206,944682972984303616,
1207,944658873184428032,"Vague de dénonciations #Weinstein #salvail #effetweinstein #moiaussi 
https://t.co/z1Ogqgyceb https://t.co/JKUJK7mOel"
1208,944685128441323521,"Les mots de l'année (2/6): «#MoiAussi, #MeToo», un mot-clic pour balancer son porc https://t.co/jfErUHtJjh"
1209,944674377135722496,Déçue. Vice Media s'excuse pour des faits de harcèlement sexuel https://t.co/BIlupzmtZ0 via @lp_lapresse #vice #vicemedia #moiaussi
1210,944657376367562752,Les agressions sexuelles sont les seuls crimes violents dont le taux n'a pas diminué depuis 1999. À quelle étape du processus judiciaire le système laisse-t-il tomber les victimes ? | Par @MathildeRoy #lespluslus #polqc #justice #metoo #moiaussi https://t.co/PzSK23WFmW
1211,939842583215443968,
1212,939822978652655616,"""Attouchements""? ""pénétrations digitales""? Georges @Tron nie ces accusations et contre-attaque avant sa comparution aux assises, ce mardi, dans un contexte qui ne lui est guère favorable #balancetonporc https://t.co/L26sZMyD7T"
1213,939820035262046208,
1214,939850360012845057,
1215,954023384526057473,
1216,954024088166641666,
1217,989882632220610560,Mais quelle connasse la Ourida ! Même pas un minimum de respect #larobedemavie
1218,988521940859092992,
1219,988825355166285832,"Hey la start up nation, je suis dans une boite start up nation tout comme tu dis. J’ai commencé à 9h30 et je finis à 23h ce soir. Ça te semble assez startup nation pour toi ? Connasse."
1220,989514184994979840,mdr yen a une elle voit très bien que je commente sous les photos de mon mec la l'empêche pas de lâcher des 😍😱 connasse
1221,988432928089796608,
1222,937694492077035525,
1223,937696699388219392,
1224,937694932537675776,"«Ce n'est pas un manque de courage de ne pas dénoncer. C'est important de se déculpabiliser.» - Ghassan El-Baalbaki, psychologue. #moiaussi"
1225,937669848011870208,Inconduite sexuelle: les députées et ministres ne sont pas épargnées  https://t.co/ZFnrUuRUFh #moiaussi #polqc
1226,937697761889308675,
1227,937485174761316352,
1228,958386043161645056,"Yuffy est lesbienne, trans et féministe https://t.co/BbwX5N4MCP via @YouTube"
1229,958385915805790214,"NOUVELLE VIDEO !
Interview militante avec la vidéaste @YuffyTipoui ^^ Ensemble nous avons parlé d'homosexualité, de transidentité, de coming-out et de féminisme 
Ici : https://t.co/iBMrJoN3Ya
RT si t'es féministe 💪 https://t.co/NuBLxVPWTX"
1230,958319378264674304,"Yo les soeurs, on vous rappelle que la collecte pour les protections hygiéniques a commencé dans le hall de l'IEP! Tout le monde est invité à donner ce qu'il peut, y compris vous chers messieurs! Bien belle journée à vous! Bise féministe"
1231,943570320111304707,
1232,943551149973622784,
1233,943731871665545216,
1234,943580123521044481,"Agressions sexuelles : pour une abolition des délais de prescription #cultureduviol #moiaussi 
https://t.co/6CISWrSXiF"
1235,943609775719411713,
1236,938421470346252290,
1237,938422795062702080,"#Bim
Les #silencebreakers désignés #PersonOfTheYear par @TIME. 
Les femmes qui ont brisé le silence à la Une 👌🏼
#Welldone @TIME 👏🏼

#MeToo #BalanceTonPorc #HerToo #harcelement #Femmes #Whistleblowing #PersonOfTheYear2017 https://t.co/5uN0rFEXIq"
1238,953398755709026304,
1239,953399847784153088,@Valeurs je l'aime pas ce type  /mais je soutiens catherine deneuve/je suis d'accord avec elle
1240,953398893303226369,
1241,953390406242357250,"@lemondefr Des femmes, dont Catherine Deneuve à la défense de «la liberté d’importuner» des hommes
https://t.co/6i78wionaL https://t.co/O1ol0EAEdN"
1242,953407369836421120,L’expérience #instruit et rend #prudent #CatherineDeneuve #Proverbe #afrique
1243,953399071514996744,
1244,953405760960155650,
1245,888460312483115008,Pour ou contre l'interdiction des publicités sexistes ? Votez sur https://t.co/Z7v6iG2pcl #publicite #sexiste
1246,887990421573521408,"Comment élever son fils pour qu'il ne devienne pas #sexiste
https://t.co/XSZ13ojkdQ https://t.co/klzfXCvNHn"
1247,888331567348822017,
1248,954131066108833793,
1249,954123803386359809,
1250,954127915729473536,merci Géraldine c'est bien résumé @stonesht #aqababe #Jeremstar #JeremstarGate #Babybel #babybelgate #BALANCETONBABYBEL #BalanceTonPorc https://t.co/t9lmpidhSm
1251,954124627277680640,
1252,954131802725240832,
1253,954123992083976194,
1254,954126722789789696,
1255,988095239046000641,"-Tu vois le petit Stark dans Game Of Thrones ? et bien disons que tu as des chances de devenir comme lui
-Hein ?
-Tu ne pourras plus marcher
-MAIS PUTAIN !
-Oui je sais c'est embêtant !
-T'as spoilé connasse ! https://t.co/3JYJ0aTSQD"
1256,988092108073504768,
1257,987958170369908736,
1258,610340764430823424,
1259,669431727023112193,
1260,953174425909846016,
1261,953192362615951360,
1262,953184544475230208,
1263,953175190950895616,"Nos camarades du M2 #AGCOM organisent une conférence le 15 Février #sexisme et #publicité font-ils bon ménage ? 
Nous on s'y rend ! 🙋‍♀️🙋‍♂️ https://t.co/vmUkDogTEZ"
1264,922554980913041408,
1265,300687020295077889,
1266,304970759825149952,
1267,304126924794519552,
1268,302116773245886466,
1269,300351439836962816,
1270,306104478564761601,
1271,991788679504023552,Eh mais votre copine Karel je lui expose mes états d’âmes et elle les tweet cette connasse mdrrrrrrrrrrrrrr
1272,992006032690905088,
1273,991362464427184128,
1274,990144761548943361,
1275,992013407544139776,
1276,991336068166356992,
1277,991786776330153984,
1278,941951153130082304,
1279,941958734342959104,"Voilà, c’est dit. #balancetonporc #aimetasoeur @foismarina https://t.co/ya9YmfJx4Y"
1280,941955299698765824,
1281,941961549366820865,
1282,941965564708352000,"L’ ambiance #balancetonporc était défavorable à M. Tron et l’avocat général trop offensif aux yeux de sa défense: en grillant un « off » et grâce à un sujet d’Envoyé spécial, elle obtient le renvoi des assises #fou  https://t.co/D7Z9slmph5"
1283,941951949158649856,
1284,941252448135647232,
1285,941367140048875520,
1286,941331646078431232,
1287,941275527494754304,
1288,941353393846669317,
1289,941256431843594240,"Depuis 2007, CSF fondation est présente en Suisse Romande dans le but de prévenir les séquelles de traumatismes auprès d’enfants confrontés à des épreuves de vie. https://t.co/WAEN0YVVtp
#HarcelementScolaire #harcelement #BalanceTonPorc #moiaussi #Trauma #cyberharcelement https://t.co/xXv2MjuX4n"
1290,941350358462402560,"Au Forum sur les agressions et le harcèlement sexuels, la min. Culture Montpetit, @udaquebec, @AQTIS_Officiel, Coalition culture le cœur du Québec et En piste annoncent la création d’un guichet unique 
#moiaussi 

Détails demain @QuebecReveille #CKIAFM 
https://t.co/IkiGBgdKTg"
1291,941363686328766466,
1292,941336582526824450,
1293,856220770011316224,
1294,851839936508592129,"#MardiPol Christiane Taubira ""La police de l'Etat Français et l'extreme -droite ont joué les supplétifs à l'occupant nazi"" #VeldHiv #LePen https://t.co/0XhePTPYgx"
1295,846593968490106885,
1296,856232354981064707,"DIRECT 2017 -  Christiane Taubira appelle à voter Macron, ""sans atermoiement"" https://t.co/RW0RgDPD3Y https://t.co/2mpZ4Q1l74"
1297,854302642654384128,"Christiane Taubira, les journalistes, Christian Estrosi : qui a été le plus sifflé au meeting de François Fillon à Nice ? https://t.co/cZxxyq6bfy"
1298,845260909085954050,"Assez de posture, @LucChatel rappelle sur BFMTV le rôle de François Hollande et sa ministre Christiane Taubira lors des écoutes de #Sarkozy https://t.co/56zcareUYn"
1299,859330323213111296,Tribune de Christiane Taubira : « Nous voterons Macron » — via @lemondefr https://t.co/d41eBPqzcG
1300,851817169830764544,Ovation pour Christiane Taubira et Olivier Faure à Pau hier soir ! Un meeting qui nous a fait chaud au coeur #TaubiraPau https://t.co/TSsCk30xmf
1301,851892251135311872,"Christiane Taubira : ""Le quinquennat de François Hollande n'est pas à jeter"" https://t.co/hJWZ7vhkHE https://t.co/N9ZKANSDST"
1302,849305375530680320,Le chaos pénitentiaire que l’on constate aujourd’hui est l’œuvre de François #Hollande et Christiane #Taubira. https://t.co/7EySQad6LZ
1303,948651445196267520,"Foot : la femme de Mamadou Sakho, Majda, est enceinte de leur troisième enfant ! https://t.co/L2OPI85KqU"
1304,948605240361799680,
1305,948362491402293253,
1306,948645463556874240,
1307,948625206846935041,
1308,948325761290850305,
1309,948242308981551105,
1310,948311992464543745,
1311,948275169675575296,
1312,953200530595119104,"L’@ANEMF reçue ce jour à l’@Elysee par Marie Fontanel et Guillaume Couillard. Échanges encourageants au sujet du #ServiceSanitaire, des #ECNi, de la #PACES et du #sexisme.

Les #étudiants en #médecine sont force de propositions pour le système de #santé de demain ! https://t.co/qTD6T0U1M7"
1313,953223591704883200,
1314,953217725802991617,
1315,953209711255580674,Zéro déchet et féminisme https://t.co/YvWWKMnaYB #sexisme #societe #ecologie #objectifzerowaste
1316,953197422016155648,Progression de l’ #Engagement des marques dans le #sexisme https://t.co/dwE7hPwCPp
1317,958034256436973568,
1318,958048474376933377,
1319,958042258124746753,
1320,958044716192468994,
1321,958041942503383040,
1322,942267257329242113,
1323,954280300414226433,Excellent travail et surtout idée originale de ce photographe ! #Publicite #sexisme vs @corynenicq cc @lejoursanspub https://t.co/dRcExfnV42
1324,954262187496869889,"Après #BonsBaisersdeBruges hier, Postplay vous parle à nouveau d'un #film de #MartinMcDonagh, #3Billboards : les Panneaux de la Vengeance, un conte des temps modernes sur fond de #racisme, #sexisme et #homophobie. 

https://t.co/rMZwagCeqe"
1325,954262589579685888,
1326,402151804764307456,
1327,398507571180744704,
1328,402650002855825408,
1329,290886502555197442,
1330,506573689157320704,
1331,453596787597930496,
1332,394803501374504960,
1333,954378438898528256,
1334,954381168429948928,
1335,954379226257543173,"A l'origine de #balancetonporc, Sandra Muller poursuivie pour diffamation par l'homme qu'elle accusait sur Twitter https://t.co/ZeRMxqJAct"
1336,954382279970885632,"#balancetonporc, #metoo... Assigner son accusatrice en diffamation, une «procédure bâillon»? https://t.co/QK4aAnuwAj via @20minutes"
1337,954378720059559936,
1338,954384919287029762,
1339,954381944963387392,
1340,942106626026287104,
1341,942126189870833664,
1342,942107220187254785,
1343,987619681719726080,
1344,987794584070770688,
1345,989943027442610176,
1346,991824315170672640,
1347,990705106755743744,
1348,991068866099994624,
1349,991720211379380225,
1350,991565488957337600,
1351,956954261971259392,Ma copine je la vois déjà comme ma future femme
1352,956830759691616257,
1353,956966253603840001,
1354,948027901345181696,
1355,947653359837876224,
1356,947955571843633152,
1357,947864608856997888,
1358,947792087382155266,#MeToo.                                                                                                                                   Les deux mots qui ont déclenché un mouvement : https://t.co/ui7IaeRyn7 #MoiAussi
1359,947873036157554689,"Bravo les filles! Des célébrités d'Hollywood lancent un projet anti-harcèlement sexuel #gogirls #moiaussi 
 https://t.co/3soYF941il"
1360,894822113122582528,
1361,894438185845104640,
1362,956568439384133632,"Récapitulatif du 1er mois de 2018. Champigny-sur-Marne, l’affaire Pacman, l’affaire Jeremstar, le jeune poignarder à Châtelet, le Réal Madrid qui coule, Combat de UFC pour du Nutella et une femme qui se fait baizer dans le RER D. Mdr le pire c’est que ce mois ne veut pas se finir"
1363,956588226147385344,
1364,956583522331955208,"La journée la plus chelou de l’histoire
-Une femme qui se fait soulevé dans le RER D
-Des êtres humains qui se font la guerre pour de Nutella
-le responsable de ""papiers toilette"" qui gère Agathe Auproux
-12 chameaux botoxés disqualifié d’un concours de beauté en Arabie saoudite"
1365,956576624538943490,
1366,956509905543983104,
1367,956568957078638592,"Donne-moi ton cœur, baby
Ton corps baby, hey
Donne-moi ton bon vieux funk
Ton rock, baby
Ta soul baby, hey
Chante avec moi, je veux une femme like you
Pour m'emmener au bout du monde, une femme like you"
1368,950391856906596352,
1369,950315626928787456,
1370,955748977982439424,
1371,957576558197305345,"#28janvier 1873
Naissance de #Colette, romancière française (décédée le #3août 1954).
► https://t.co/5jRW6iUNIv ◄
#Littérature #SidonieGabrielleColette #Féminisme #Chréri #AcadémieGoncourt https://t.co/vZ36yhHpLE"
1372,957674170866954240,
1373,955751513254744064,💖  Interview de la “rock-star” du féminisme : Chimamanda Ngozi Adichie https://t.co/5kTztH009I via @lesinrocks
1374,955790185761071104,
1375,957176352469221376,
1376,316322418966790145,
1377,315908976627838977,
1378,315957384151461888,
1379,317262792237391872,
1380,316890942428819456,
1381,955516666405904384,
1382,956184014171328512,
1383,956526700598358016,
1384,955638231965433856,
1385,956486474895065088,
1386,955520807115075586,
1387,955823266853281793,"À l'approche des 16èmes de finale de la #CoupedeFranceFeminine, découvrez ce grand format sur le club du @vaff59650 ⬇️
#VivezleStadium
https://t.co/jN9jGCGo6l"
1388,957414668406022144,bonne chance au joueuses du #FCMetzFéminin (@SelenAltunkulak @Elody_Martins ....) qui joue ce dimanche en 1/16ème de finale de @coupedefrance contre @PUCFOOT féminin . https://t.co/AQqq0gaQhi @GrenatD1f  @FiersdeMessins
1389,955525495713538048,
1390,953604830366453761,
1391,953607030010531843,
1392,953600128509726722,
1393,953614634317176832,
1394,953603733325275136,
1395,953598751687487488,La tribune de #CatherineDeneuve enfin traduite sur l'Olympe! Réactions dans la #bd #50NuancesDeGrecs chez @EditionsDargaud et bientôt sur @ARTEfr #leplusvieuxmétierdumonde #importuner #metoo #participeràundébatavecunesemainederetard @lemondefr  @CANAL_France @DeneuvExclusive https://t.co/6nO89WxkKQ
1396,953618281423831040,
1397,953602592113913857,
1398,953605072331603968,
1399,956464048895397888,
1400,956558735308181516,
1401,956497709158096896,
1402,956491968330305536,
1403,956469612346052609,
1404,956497105677377537,
1405,956471743501217793,
1406,956562000523464709,
1407,38890743267471360,
1408,10359060503203840,
1409,45028690291208192,
1410,39763927436894208,
1411,40068576505237505,
1412,38589110767714304,
1413,967705842014408707,Salut les Terriens : Aurore Bergé cible de commentaires sexistes sur les réseaux sociaux https://t.co/qlmLwfhL7g https://t.co/rFBJNCRa03
1414,967783177564672000,"#AuroreBergé ne mérite pas tout ce buzz. Elle a atteint son but !
Or elle est ce qui se fait de pire en politique. C’est une serial traitre en qui on ne peut pas avoir confiance. Elle parle trop et lorsqu’elle ne pratique pas la langue de bois, elle dit une idiotie par minute."
1415,968116362651553793,"Aurore Bergé, PP du groupe LREM : Soutient Valérie Pécresse (2010) puis Nicolas Sarkozy (2012), puis François Fillon (2012), puis re Nicolas Sarkozy (2014), puis Alain Juppé (2016), puis pour finir rejoint Macron...
C'est beau les convictions en politique... 😇 
#Opportunisme https://t.co/33cusASZM0"
1416,967741238165299200,
1417,955688637462728704,
1418,957662985815842816,
1419,983740010229911553,
1420,983775621560975360,
1421,983738841520590848,
1422,983803621442818048,"J’aurais pu inverser la courbe du chômage, convaincre Angela Merkel de rééquilibrer le rapport de force avec l’Allemagne, défaire Bachar El Assad, faire taire Valérie Trierweiller et renoncer les terroristes... mais je ne l’ai pas voulu https://t.co/INEjHnALtb"
1423,983642492728987648,
1424,983676964497252352,
1425,983736001527996419,
1426,942503555092631552,
1427,942522203215720448,
1428,943210710405976064,
